,instant,season,is_yr_one,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,Categorical_target
9784,9785,1,True,2,15,False,5,True,1,0.42,0.35,0.4179,41,180,221,Medium-High demand
7376,7377,4,False,11,23,False,2,True,1,0.36,0.81,0.0,3,45,48,Low demand
8004,8005,4,False,12,4,False,1,True,1,0.3,0.87,0.1045,0,7,7,Low demand
8244,8245,4,False,12,4,False,4,True,2,0.32,0.7,0.2239,0,6,6,Low demand
5179,5180,3,False,8,17,False,1,True,1,0.86,0.39,0.1642,67,460,527,High demand
12111,12112,2,True,5,20,False,4,True,2,0.66,0.69,0.2836,55,343,398,High demand
13710,13711,3,True,7,11,False,1,True,2,0.78,0.55,0.1343,69,146,215,High demand
5636,5637,3,False,8,7,False,0,False,3,0.62,0.83,0.3582,0,1,1,Low demand
7853,7854,4,False,11,21,False,1,True,2,0.54,0.77,0.2239,4,152,156,Low demand
5781,5782,3,False,9,8,False,6,False,1,0.64,0.69,0.1642,24,65,89,Medium-High demand
5618,5619,3,False,8,0,False,6,False,1,0.7,0.84,0.1045,33,112,145,Medium-High demand
3123,3124,2,False,5,1,False,0,False,2,0.52,1.0,0.1045,4,43,47,Low demand
16899,16900,4,True,12,22,False,2,True,1,0.3,0.56,0.2239,6,100,106,Medium-Low demand
6765,6766,4,False,10,11,False,5,True,3,0.52,0.88,0.1642,11,76,87,Medium-Low demand
10496,10497,1,True,3,11,False,0,False,2,0.44,0.82,0.1642,129,239,368,High demand
16769,16770,4,True,12,12,False,4,True,1,0.28,0.41,0.0,29,206,235,Medium-High demand
6186,6187,3,False,9,8,False,2,True,3,0.54,0.94,0.2537,13,196,209,Medium-Low demand
16457,16458,4,True,11,11,False,5,True,1,0.4,0.5,0.194,121,130,251,High demand
11830,11831,2,True,5,3,False,0,False,2,0.54,0.64,0.1343,2,26,28,Low demand
14187,14188,3,True,8,8,False,0,False,2,0.64,0.69,0.1045,34,90,124,Medium-High demand
15676,15677,4,True,10,9,False,6,False,1,0.5,0.59,0.1343,106,257,363,High demand
4197,4198,3,False,6,19,False,2,True,2,0.74,0.58,0.4627,44,255,299,Medium-High demand
15856,15857,4,True,10,21,False,6,False,2,0.52,0.72,0.2239,49,160,209,High demand
10306,10307,1,True,3,12,False,6,False,1,0.3,0.33,0.3284,88,241,329,High demand
6941,6942,4,False,10,20,False,5,True,2,0.44,0.54,0.2239,29,155,184,Medium-High demand
7995,7996,4,False,12,19,False,0,False,1,0.38,0.76,0.0,15,158,173,Medium-Low demand
12204,12205,2,True,5,17,True,1,False,1,0.82,0.56,0.2985,158,247,405,High demand
6989,6990,4,False,10,20,False,0,False,1,0.44,0.72,0.0896,32,112,144,Medium-High demand
131,132,1,False,1,17,False,4,True,1,0.22,0.51,0.1642,9,163,172,Medium-Low demand
4434,4435,3,False,7,16,False,5,True,3,0.68,0.83,0.4478,27,105,132,Medium-High demand
13680,13681,3,True,7,5,False,0,False,1,0.62,0.78,0.194,3,14,17,Low demand
4594,4595,3,False,7,8,False,5,True,1,0.64,0.65,0.2537,50,514,564,High demand
11164,11165,2,True,4,9,False,0,False,1,0.54,0.56,0.2239,97,154,251,High demand
6256,6257,4,False,9,6,False,5,True,2,0.62,0.94,0.0896,5,99,104,Medium-Low demand
3788,3789,2,False,6,18,False,6,False,2,0.72,0.62,0.1343,131,155,286,High demand
15534,15535,4,True,10,11,False,0,False,1,0.56,0.52,0.2985,156,338,494,High demand
4512,4513,3,False,7,22,False,1,True,1,0.72,0.74,0.1343,20,70,90,Medium-High demand
12032,12033,2,True,5,13,False,1,True,3,0.6,0.83,0.2537,49,135,184,High demand
17087,17088,4,True,12,18,False,3,True,1,0.38,0.5,0.3582,23,546,569,Medium-High demand
8027,8028,4,False,12,3,False,2,True,2,0.46,0.87,0.194,0,3,3,Low demand
2351,2352,2,False,4,21,False,2,True,2,0.42,0.82,0.194,10,74,84,Medium-Low demand
8388,8389,1,False,12,4,False,3,True,2,0.36,0.71,0.0,0,2,2,Low demand
169,170,1,False,1,8,False,6,False,3,0.16,0.93,0.1045,0,15,15,Low demand
2089,2090,2,False,4,22,False,5,True,1,0.3,0.56,0.1642,10,64,74,Medium-Low demand
3389,3390,2,False,5,3,False,4,True,1,0.6,0.88,0.0896,0,4,4,Low demand
7405,7406,4,False,11,4,False,4,True,1,0.38,0.94,0.0896,1,2,3,Low demand
7420,7421,4,False,11,19,False,4,True,2,0.36,0.71,0.2239,19,192,211,Medium-High demand
3715,3716,2,False,6,17,False,3,True,1,0.92,0.35,0.2239,80,426,506,High demand
8154,8155,4,False,12,10,False,0,False,1,0.24,0.44,0.0,30,164,194,Medium-High demand
5006,5007,3,False,8,12,False,1,True,1,0.9,0.33,0.2537,53,115,168,High demand
13025,13026,3,True,7,22,False,0,False,1,0.82,0.43,0.1343,41,110,151,Medium-High demand
7725,7726,4,False,11,12,False,3,True,1,0.48,0.55,0.4179,9,151,160,Medium-Low demand
14114,14115,3,True,8,7,False,4,True,1,0.64,0.69,0.2239,16,448,464,Medium-Low demand
15043,15044,4,True,9,0,False,1,True,1,0.46,0.63,0.194,10,54,64,Medium-Low demand
12869,12870,3,True,6,10,False,1,True,1,0.76,0.55,0.1642,58,126,184,High demand
9004,9005,1,True,1,1,True,1,False,1,0.14,0.43,0.1045,2,18,20,Low demand
16638,16639,4,True,12,1,False,6,False,1,0.26,0.81,0.0,5,64,69,Medium-Low demand
11117,11118,2,True,4,10,False,5,True,1,0.44,0.38,0.194,59,133,192,High demand
16537,16538,4,True,11,19,False,1,True,1,0.34,0.53,0.0,16,355,371,Medium-Low demand
5750,5751,3,False,9,1,False,5,True,3,0.62,0.73,0.1045,4,28,32,Low demand
9129,9130,1,True,1,7,False,6,False,3,0.16,0.93,0.1642,3,10,13,Low demand
10249,10250,1,True,3,3,False,4,True,1,0.46,0.63,0.3881,0,3,3,Low demand
7094,7095,4,False,10,5,False,5,True,2,0.3,0.61,0.2537,0,25,25,Low demand
7829,7830,4,False,11,20,False,0,False,1,0.5,0.63,0.2537,10,94,104,Medium-Low demand
9669,9670,1,True,2,20,False,0,False,1,0.14,0.42,0.3284,1,56,57,Low demand
13050,13051,3,True,7,23,False,1,True,1,0.74,0.51,0.1045,12,90,102,Medium-Low demand
8319,8320,4,False,12,7,False,0,False,1,0.2,0.59,0.1642,1,11,12,Low demand
10302,10303,1,True,3,8,False,6,False,1,0.22,0.44,0.2985,15,96,111,Medium-Low demand
7227,7228,4,False,11,18,False,3,True,1,0.42,0.71,0.1642,31,448,479,Medium-High demand
9515,9516,1,True,2,10,False,1,True,1,0.22,0.75,0.1045,20,96,116,Medium-High demand
11834,11835,2,True,5,7,False,0,False,1,0.52,0.68,0.1642,18,42,60,Medium-High demand
5719,5720,3,False,8,18,False,3,True,1,0.7,0.51,0.2239,70,495,565,High demand
12832,12833,3,True,6,21,False,6,False,1,0.76,0.33,0.1343,99,223,322,High demand
3675,3676,2,False,6,1,False,2,True,1,0.62,0.69,0.1343,2,2,4,Low demand
5003,5004,3,False,8,9,False,1,True,1,0.82,0.41,0.0,27,139,166,Medium-High demand
528,529,1,False,1,4,False,1,True,1,0.02,0.48,0.1343,0,1,1,Low demand
10335,10336,1,True,3,18,False,0,False,1,0.52,0.29,0.2836,133,256,389,High demand
12913,12914,3,True,6,6,False,3,True,1,0.58,0.46,0.2836,7,193,200,Medium-Low demand
4675,4676,3,False,7,17,False,1,True,1,0.84,0.49,0.3284,72,473,545,High demand
8425,8426,1,False,12,17,False,4,True,2,0.44,0.67,0.1642,24,332,356,Medium-High demand
15985,15986,4,True,11,18,False,6,False,2,0.36,0.46,0.2836,58,239,297,High demand
8658,8659,1,True,1,13,False,0,False,1,0.42,0.58,0.2836,82,141,223,High demand
10361,10362,1,True,3,20,False,1,True,2,0.56,0.49,0.2239,49,237,286,High demand
16855,16856,4,True,12,2,False,1,True,2,0.38,0.94,0.1045,2,3,5,Low demand
15878,15879,4,True,10,19,False,0,False,3,0.42,0.94,0.3582,7,47,54,Medium-Low demand
14996,14997,3,True,9,1,False,6,False,1,0.58,0.83,0.2985,18,106,124,Medium-High demand
15121,15122,4,True,9,6,False,4,True,1,0.56,0.88,0.0896,5,164,169,Medium-Low demand
5250,5251,3,False,8,16,False,4,True,1,0.8,0.27,0.194,57,241,298,High demand
15553,15554,4,True,10,6,False,1,True,2,0.56,0.73,0.2985,6,141,147,Medium-Low demand
5333,5334,3,False,8,3,False,1,True,1,0.6,0.83,0.194,1,6,7,Low demand
9212,9213,1,True,1,18,False,2,True,1,0.4,0.62,0.0896,32,391,423,Medium-High demand
4156,4157,3,False,6,2,False,1,True,3,0.62,0.78,0.1343,3,3,6,Low demand
9199,9200,1,True,1,5,False,2,True,2,0.3,1.0,0.0896,0,26,26,Low demand
3172,3173,2,False,5,2,False,2,True,3,0.56,0.88,0.0,4,4,8,Low demand
12810,12811,3,True,6,23,False,5,True,2,0.66,0.74,0.0,29,145,174,Medium-High demand
10740,10741,2,True,3,15,False,3,True,2,0.62,0.41,0.2985,47,152,199,Medium-High demand
16185,16186,4,True,11,3,True,1,False,1,0.4,0.76,0.1343,1,3,4,Low demand
9097,9098,1,True,1,23,False,4,True,1,0.26,0.48,0.3284,1,55,56,Low demand
17011,17012,4,True,12,14,False,0,False,2,0.38,0.76,0.1343,50,260,310,High demand
2511,2512,2,False,4,13,False,2,True,2,0.54,0.68,0.2239,26,103,129,Medium-High demand
3144,3145,2,False,5,22,False,0,False,1,0.56,0.83,0.0,29,88,117,Medium-High demand
14476,14477,3,True,8,9,False,5,True,1,0.74,0.7,0.0,61,337,398,High demand
11774,11775,2,True,5,19,False,4,True,1,0.54,0.37,0.3582,84,469,553,High demand
10889,10890,2,True,4,21,False,2,True,1,0.54,0.45,0.0,33,210,243,Medium-High demand
1580,1581,1,False,3,8,False,5,True,1,0.28,0.7,0.2537,15,244,259,Medium-Low demand
16421,16422,4,True,11,23,False,3,True,1,0.32,0.61,0.0,7,50,57,Medium-Low demand
14048,14049,3,True,8,13,False,1,True,1,0.78,0.4,0.1642,79,175,254,High demand
2853,2854,2,False,5,19,False,2,True,1,0.68,0.57,0.3582,42,323,365,Medium-High demand
10341,10342,1,True,3,0,False,1,True,1,0.38,0.54,0.194,4,20,24,Low demand
6669,6670,4,False,10,11,True,1,False,1,0.62,0.69,0.0896,139,183,322,High demand
15771,15772,4,True,10,8,False,3,True,2,0.52,0.83,0.1045,24,777,801,Medium-High demand
15028,15029,4,True,9,9,False,0,False,1,0.5,0.51,0.3284,71,205,276,High demand
1411,1412,1,False,3,2,False,5,True,2,0.18,0.64,0.194,0,2,2,Low demand
1690,1691,1,False,3,1,False,3,True,3,0.3,1.0,0.2985,1,2,3,Low demand
5735,5736,3,False,9,10,False,4,True,1,0.68,0.61,0.1343,46,92,138,Medium-High demand
634,635,1,False,1,17,False,6,False,1,0.24,0.6,0.0,9,82,91,Medium-Low demand
11483,11484,2,True,4,16,False,6,False,2,0.44,0.38,0.194,132,244,376,High demand
1758,1759,1,False,3,23,False,5,True,2,0.6,0.53,0.2239,26,60,86,Medium-High demand
9726,9727,1,True,2,5,False,3,True,1,0.28,0.7,0.1045,0,25,25,Low demand
11017,11018,2,True,4,5,False,1,True,1,0.44,0.24,0.194,2,30,32,Low demand
4686,4687,3,False,7,4,False,2,True,1,0.72,0.7,0.1343,1,4,5,Low demand
4661,4662,3,False,7,3,False,1,True,1,0.66,0.78,0.194,3,4,7,Low demand
2221,2222,2,False,4,10,False,4,True,2,0.42,0.67,0.1045,29,66,95,Medium-High demand
5458,5459,3,False,8,8,False,6,False,1,0.66,0.69,0.0,27,106,133,Medium-High demand
14086,14087,3,True,8,3,False,3,True,1,0.66,0.74,0.1045,1,10,11,Low demand
1466,1467,1,False,3,10,False,0,False,2,0.42,1.0,0.2985,4,27,31,Low demand
8762,8763,1,True,1,22,False,4,True,1,0.26,0.6,0.1642,1,70,71,Low demand
10152,10153,1,True,3,2,False,0,False,2,0.36,0.4,0.1642,14,66,80,Medium-Low demand
1394,1395,1,False,3,9,False,4,True,1,0.16,0.37,0.2836,10,135,145,Medium-Low demand
15321,15322,4,True,10,14,False,5,True,1,0.74,0.37,0.2239,113,287,400,High demand
15318,15319,4,True,10,11,False,5,True,1,0.7,0.48,0.194,90,214,304,High demand
1470,1471,1,False,3,14,False,0,False,3,0.44,1.0,0.2239,12,27,39,Medium-Low demand
6453,6454,4,False,10,11,False,6,False,3,0.38,0.82,0.3284,30,102,132,Medium-High demand
6911,6912,4,False,10,14,False,4,True,2,0.48,0.48,0.5522,38,117,155,Medium-High demand
5823,5824,3,False,9,2,True,1,False,2,0.68,0.79,0.1642,17,22,39,Medium-Low demand
12695,12696,2,True,6,4,False,1,True,2,0.54,0.77,0.194,0,9,9,Low demand
10713,10714,2,True,3,12,False,2,True,1,0.32,0.31,0.1642,34,186,220,Medium-High demand
13593,13594,3,True,7,14,False,3,True,1,0.8,0.29,0.1343,88,159,247,High demand
16440,16441,4,True,11,18,True,4,False,1,0.4,0.43,0.0,16,54,70,Medium-Low demand
9459,9460,1,True,2,1,False,6,False,1,0.26,0.7,0.1045,0,43,43,Low demand
7637,7638,4,False,11,20,False,6,False,2,0.36,0.57,0.1045,48,115,163,Medium-High demand
11819,11820,2,True,5,16,False,6,False,2,0.7,0.21,0.194,254,337,591,High demand
12593,12594,2,True,6,22,False,3,True,1,0.62,0.5,0.2985,29,209,238,Medium-High demand
14495,14496,3,True,9,4,False,6,False,1,0.7,0.7,0.0,3,9,12,Low demand
15481,15482,4,True,10,6,False,5,True,1,0.34,0.81,0.0896,3,140,143,Low demand
12275,12276,2,True,5,16,False,4,True,1,0.76,0.33,0.2836,103,384,487,High demand
11232,11233,2,True,4,5,False,3,True,2,0.5,0.39,0.2836,0,34,34,Low demand
8652,8653,1,True,1,7,False,0,False,1,0.26,0.93,0.1642,1,6,7,Low demand
2430,2431,2,False,4,4,False,6,False,2,0.36,0.87,0.2239,1,4,5,Low demand
4852,4853,3,False,7,2,False,2,True,1,0.68,0.89,0.1045,1,6,7,Low demand
5156,5157,3,False,8,18,False,0,False,1,0.72,0.74,0.0896,74,155,229,High demand
11648,11649,2,True,5,13,False,6,False,1,0.74,0.55,0.1343,217,307,524,High demand
11540,11541,2,True,5,1,False,2,True,2,0.5,0.63,0.1343,0,21,21,Low demand
7151,7152,4,False,10,14,False,0,False,1,0.42,0.38,0.194,91,209,300,High demand
5366,5367,3,False,8,12,False,2,True,1,0.76,0.48,0.3284,42,120,162,Medium-High demand
13941,13942,3,True,8,2,False,4,True,1,0.7,0.84,0.0896,2,12,14,Low demand
4996,4997,3,False,8,2,False,1,True,1,0.7,0.74,0.1045,4,7,11,Low demand
6949,6950,4,False,10,4,False,6,False,1,0.38,0.66,0.0896,4,4,8,Low demand
8576,8577,1,False,12,3,False,4,True,1,0.2,0.55,0.194,0,2,2,Low demand
8487,8488,1,False,12,8,False,0,False,1,0.2,0.8,0.1642,1,4,5,Low demand
4552,4553,3,False,7,14,False,3,True,3,0.82,0.46,0.1343,27,89,116,Medium-High demand
12469,12470,2,True,6,18,False,5,True,1,0.76,0.27,0.2239,147,576,723,High demand
8722,8723,1,True,1,6,False,3,True,1,0.02,0.41,0.1642,0,59,59,Low demand
11846,11847,2,True,5,19,False,0,False,2,0.66,0.5,0.4179,107,232,339,High demand
9689,9690,1,True,2,16,False,1,True,1,0.36,0.23,0.194,5,206,211,Medium-Low demand
10602,10603,2,True,3,21,False,4,True,1,0.58,0.78,0.1642,66,308,374,High demand
1401,1402,1,False,3,16,False,4,True,1,0.26,0.23,0.0,6,65,71,Medium-Low demand
544,545,1,False,1,20,False,1,True,1,0.14,0.59,0.194,1,80,81,Low demand
11926,11927,2,True,5,3,False,4,True,1,0.6,0.73,0.2537,0,3,3,Low demand
11224,11225,2,True,4,21,False,2,True,1,0.56,0.26,0.2985,37,260,297,Medium-High demand
12162,12163,2,True,5,23,False,6,False,1,0.7,0.74,0.2537,36,114,150,Medium-High demand
10931,10932,2,True,4,15,False,4,True,1,0.5,0.31,0.1045,98,171,269,High demand
9355,9356,1,True,1,17,False,1,True,1,0.36,0.21,0.194,16,422,438,Medium-Low demand
3714,3715,2,False,6,16,False,3,True,1,0.92,0.4,0.2239,34,199,233,Medium-High demand
5804,5805,3,False,9,7,False,0,False,1,0.66,0.78,0.194,10,20,30,Medium-Low demand
16043,16044,4,True,11,4,False,2,True,1,0.22,0.69,0.0896,0,7,7,Low demand
14003,14004,3,True,8,16,False,6,False,1,0.8,0.46,0.2985,227,304,531,High demand
5900,5901,3,False,9,9,False,4,True,2,0.62,1.0,0.2537,4,65,69,Low demand
10129,10130,1,True,3,3,False,6,False,2,0.36,0.93,0.1642,1,20,21,Low demand
16935,16936,4,True,12,10,False,4,True,1,0.32,0.45,0.2836,28,139,167,Medium-High demand
7872,7873,4,False,11,16,False,2,True,3,0.4,0.87,0.2239,5,146,151,Medium-Low demand
15065,15066,4,True,9,22,False,1,True,1,0.5,0.51,0.2239,18,154,172,Medium-High demand
11132,11133,2,True,4,1,False,6,False,1,0.4,0.58,0.1343,10,60,70,Medium-Low demand
14295,14296,3,True,8,20,False,4,True,1,0.7,0.61,0.1045,70,404,474,High demand
9579,9580,1,True,2,2,False,4,True,1,0.22,0.8,0.1343,0,2,2,Low demand
15530,15531,4,True,10,7,False,0,False,1,0.42,0.82,0.2239,7,44,51,Medium-Low demand
16109,16110,4,True,11,23,False,4,True,1,0.34,0.46,0.3582,5,82,87,Medium-Low demand
12924,12925,3,True,6,17,False,3,True,1,0.82,0.24,0.3881,113,730,843,High demand
16441,16442,4,True,11,19,True,4,False,1,0.36,0.76,0.0,13,31,44,Medium-Low demand
7103,7104,4,False,10,14,False,5,True,2,0.36,0.46,0.194,33,152,185,Medium-High demand
11879,11880,2,True,5,4,False,2,True,3,0.56,0.94,0.0,1,4,5,Low demand
1194,1195,1,False,2,19,False,2,True,1,0.2,0.47,0.2836,4,114,118,Low demand
9197,9198,1,True,1,3,False,2,True,2,0.32,0.93,0.1343,0,3,3,Low demand
12226,12227,2,True,5,15,False,2,True,1,0.82,0.49,0.3881,71,185,256,High demand
863,864,1,False,2,10,False,2,True,1,0.22,0.47,0.5522,4,44,48,Low demand
11645,11646,2,True,5,10,False,6,False,1,0.66,0.65,0.1343,148,284,432,High demand
8298,8299,4,False,12,10,False,6,False,2,0.26,0.52,0.2836,10,171,181,Medium-Low demand
754,755,1,False,2,20,False,4,True,1,0.2,0.47,0.0896,1,108,109,Low demand
16858,16859,4,True,12,5,False,1,True,2,0.38,0.94,0.1045,0,27,27,Low demand
13230,13231,3,True,7,11,False,2,True,1,0.8,0.46,0.194,92,157,249,High demand
5748,5749,3,False,9,23,False,4,True,1,0.64,0.65,0.2537,15,111,126,Medium-Low demand
10093,10094,1,True,3,15,False,4,True,1,0.6,0.31,0.2537,31,192,223,Medium-High demand
11635,11636,2,True,5,0,False,6,False,1,0.6,0.83,0.0,42,111,153,Medium-High demand
3636,3637,2,False,6,10,False,0,False,2,0.62,0.73,0.0896,83,168,251,High demand
14635,14636,3,True,9,0,False,5,True,1,0.64,0.89,0.1343,17,79,96,Medium-Low demand
8783,8784,1,True,1,19,False,5,True,1,0.46,0.33,0.2836,11,261,272,Medium-Low demand
387,388,1,False,1,15,True,1,False,2,0.2,0.47,0.1642,21,72,93,Medium-High demand
15841,15842,4,True,10,6,False,6,False,2,0.5,0.82,0.194,2,29,31,Low demand
6857,6858,4,False,10,7,False,2,True,1,0.46,0.88,0.0896,15,326,341,Medium-Low demand
12995,12996,3,True,6,16,False,6,False,1,0.9,0.29,0.1642,109,264,373,High demand
4446,4447,3,False,7,4,False,6,False,1,0.64,0.83,0.2239,2,4,6,Low demand
16838,16839,4,True,12,9,False,0,False,2,0.4,0.87,0.2537,9,94,103,Medium-Low demand
10626,10627,2,True,3,21,False,5,True,1,0.62,0.53,0.1045,64,220,284,High demand
2377,2378,2,False,4,23,False,3,True,1,0.4,0.71,0.1343,5,57,62,Medium-Low demand
4533,4534,3,False,7,19,False,2,True,1,0.84,0.44,0.2836,42,295,337,Medium-High demand
3870,3871,2,False,6,4,False,3,True,1,0.5,0.63,0.2836,0,4,4,Low demand
16747,16748,4,True,12,14,False,3,True,1,0.48,0.33,0.4925,39,179,218,Medium-High demand
7307,7308,4,False,11,2,False,0,False,1,0.26,0.81,0.0,6,23,29,Medium-Low demand
9807,9808,1,True,2,14,False,6,False,1,0.44,0.35,0.3582,183,244,427,High demand
10417,10418,1,True,3,4,False,4,True,1,0.44,0.77,0.1045,11,3,14,Medium-Low demand
2715,2716,2,False,4,1,False,4,True,2,0.62,0.83,0.3881,8,12,20,Medium-Low demand
13547,13548,3,True,7,16,False,1,True,1,0.82,0.52,0.1343,111,346,457,High demand
5057,5058,3,False,8,15,False,3,True,2,0.7,0.79,0.1343,31,87,118,Medium-High demand
6447,6448,4,False,10,5,False,6,False,2,0.44,0.62,0.2985,1,4,5,Low demand
7878,7879,4,False,11,22,False,2,True,1,0.38,0.82,0.2985,5,90,95,Medium-Low demand
1038,1039,1,False,2,23,False,2,True,2,0.22,0.44,0.0896,0,20,20,Low demand
392,393,1,False,1,20,True,1,False,3,0.16,0.8,0.194,4,29,33,Low demand
3312,3313,2,False,5,22,False,0,False,1,0.6,0.83,0.1343,35,86,121,Medium-High demand
16840,16841,4,True,12,11,False,0,False,2,0.4,0.87,0.2985,40,210,250,Medium-High demand
6463,6464,4,False,10,21,False,6,False,3,0.36,0.87,0.1045,3,53,56,Low demand
3607,3608,2,False,6,5,False,6,False,1,0.5,0.64,0.0,3,5,8,Low demand
12824,12825,3,True,6,13,False,6,False,1,0.82,0.34,0.194,226,338,564,High demand
16398,16399,4,True,11,0,False,3,True,1,0.34,0.81,0.0,1,25,26,Low demand
7515,7516,4,False,11,18,False,1,True,1,0.56,0.56,0.2836,29,460,489,Medium-High demand
1155,1156,1,False,2,22,False,0,False,2,0.32,0.57,0.2239,4,43,47,Low demand
3054,3055,2,False,5,4,False,4,True,1,0.42,0.94,0.0,1,5,6,Low demand
9713,9714,1,True,2,16,False,2,True,1,0.42,0.35,0.2985,15,251,266,Medium-Low demand
16439,16440,4,True,11,17,True,4,False,1,0.44,0.35,0.0,66,43,109,High demand
15218,15219,4,True,10,7,False,1,True,1,0.44,0.77,0.1642,13,470,483,Medium-Low demand
2699,2700,2,False,4,9,False,3,True,2,0.6,0.88,0.4179,20,161,181,Medium-High demand
1857,1858,2,False,3,3,False,3,True,2,0.34,0.76,0.2537,0,3,3,Low demand
3765,3766,2,False,6,19,False,5,True,1,0.78,0.59,0.194,61,245,306,High demand
11130,11131,2,True,4,23,False,5,True,1,0.42,0.62,0.0896,35,163,198,Medium-High demand
15047,15048,4,True,9,4,False,1,True,1,0.44,0.67,0.1045,0,8,8,Low demand
13890,13891,3,True,8,23,False,1,True,1,0.72,0.74,0.194,16,97,113,Medium-Low demand
10859,10860,2,True,4,15,False,1,True,1,0.48,0.33,0.4179,132,192,324,High demand
3896,3897,2,False,6,6,False,4,True,3,0.58,0.73,0.1642,8,104,112,Medium-Low demand
10167,10168,1,True,3,17,False,0,False,1,0.34,0.31,0.5522,49,214,263,High demand
14513,14514,3,True,9,22,False,6,False,2,0.66,0.89,0.0,21,57,78,Medium-High demand
14529,14530,3,True,9,14,False,0,False,3,0.72,0.79,0.0896,249,208,457,High demand
397,398,1,False,1,13,False,2,True,2,0.2,0.86,0.2239,0,22,22,Low demand
15769,15770,4,True,10,6,False,3,True,1,0.48,0.82,0.1045,11,162,173,Medium-Low demand
16728,16729,4,True,12,19,False,2,True,1,0.48,0.67,0.2239,46,414,460,Medium-High demand
12915,12916,3,True,6,8,False,3,True,1,0.62,0.43,0.3284,49,638,687,High demand
11173,11174,2,True,4,18,False,0,False,1,0.7,0.42,0.2537,184,295,479,High demand
10726,10727,2,True,3,1,False,3,True,1,0.36,0.46,0.2985,0,8,8,Low demand
14612,14613,3,True,9,1,False,4,True,2,0.7,0.84,0.0,2,16,18,Low demand
17200,17201,1,True,12,12,False,1,True,2,0.28,0.56,0.0896,22,113,135,Medium-High demand
11998,11999,2,True,5,3,False,0,False,1,0.54,0.56,0.0896,26,40,66,Medium-High demand
2951,2952,2,False,5,21,False,6,False,1,0.54,0.49,0.2239,58,124,182,High demand
865,866,1,False,2,12,False,2,True,1,0.24,0.38,0.4925,2,63,65,Low demand
3454,3455,2,False,5,20,False,6,False,1,0.7,0.65,0.2239,68,128,196,High demand
4359,4360,3,False,7,13,False,2,True,1,0.82,0.43,0.1045,67,136,203,High demand
14151,14152,3,True,8,20,False,5,True,2,0.72,0.58,0.2239,97,262,359,High demand
8950,8951,1,True,1,19,False,5,True,1,0.26,0.38,0.2836,7,199,206,Medium-Low demand
9149,9150,1,True,1,3,False,0,False,2,0.18,0.69,0.2836,1,20,21,Low demand
4854,4855,3,False,7,4,False,2,True,1,0.68,0.88,0.1642,0,6,6,Low demand
14098,14099,3,True,8,15,False,3,True,1,0.76,0.52,0.2537,70,196,266,High demand
7416,7417,4,False,11,15,False,4,True,3,0.36,0.81,0.2985,5,57,62,Medium-Low demand
761,762,1,False,2,3,False,5,True,2,0.14,0.63,0.1045,0,1,1,Low demand
16492,16493,4,True,11,22,False,6,False,1,0.24,0.44,0.2537,7,69,76,Medium-Low demand
448,449,1,False,1,17,False,4,True,2,0.3,0.49,0.1045,8,207,215,Medium-Low demand
16614,16615,4,True,11,1,False,5,True,1,0.24,0.7,0.0896,2,17,19,Low demand
2157,2158,2,False,4,18,False,1,True,2,0.72,0.23,0.4925,78,308,386,High demand
8989,8990,1,True,1,10,False,0,False,1,0.14,0.54,0.2836,11,115,126,Medium-Low demand
3742,3743,2,False,6,20,False,4,True,2,0.8,0.43,0.194,40,214,254,Medium-High demand
3257,3258,2,False,5,15,False,5,True,2,0.6,0.56,0.194,74,168,242,High demand
1147,1148,1,False,2,14,False,0,False,1,0.36,0.27,0.1642,108,104,212,High demand
11929,11930,2,True,5,6,False,4,True,1,0.54,0.73,0.3582,10,149,159,Medium-Low demand
2010,2011,2,False,3,15,False,2,True,1,0.38,0.25,0.2239,22,65,87,Medium-High demand
12662,12663,2,True,6,19,False,6,False,2,0.7,0.42,0.194,184,277,461,High demand
10484,10485,1,True,3,23,False,6,False,1,0.5,0.77,0.1642,34,151,185,Medium-High demand
2663,2664,2,False,4,21,False,1,True,1,0.62,0.69,0.2537,41,149,190,Medium-High demand
13762,13763,3,True,8,15,False,3,True,1,0.82,0.46,0.1642,89,206,295,High demand
9008,9009,1,True,1,5,True,1,False,1,0.12,0.54,0.0896,1,5,6,Low demand
16853,16854,4,True,12,0,False,1,True,3,0.36,1.0,0.0896,0,20,20,Low demand
15042,15043,4,True,9,23,False,0,False,2,0.5,0.59,0.1045,30,70,100,Medium-High demand
10683,10684,2,True,3,6,False,1,True,1,0.42,0.82,0.194,7,110,117,Medium-Low demand
9382,9383,1,True,1,20,False,2,True,1,0.4,0.58,0.1045,15,223,238,Medium-Low demand
6843,6844,4,False,10,17,False,1,True,1,0.56,0.64,0.1343,80,540,620,High demand
16675,16676,4,True,12,14,False,0,False,1,0.44,0.62,0.2537,142,331,473,High demand
8561,8562,1,False,12,12,False,3,True,1,0.34,0.46,0.5522,32,108,140,Medium-High demand
290,291,1,False,1,13,False,4,True,1,0.22,0.41,0.4478,2,81,83,Low demand
15674,15675,4,True,10,7,False,6,False,1,0.4,0.82,0.0,6,59,65,Medium-Low demand
6466,6467,4,False,10,0,False,0,False,3,0.36,0.93,0.2985,4,43,47,Low demand
6079,6080,3,False,9,21,False,4,True,1,0.46,0.63,0.3284,11,134,145,Medium-Low demand
